,listing_name,price,depreciation,reg_date,eng_cap,mileage,veh_type,brand,model
8874,Audi R8 4.2A FSI Quattro R-tronic (COE till 04/2029),205800.0,30910.0,2010-04-09,4163.0,134000.0,Sports,Audi,R8 4.2A FSI Quattro R-tronic (COE till 04/2029)
8875,BMW 1 Series 118i 3DR M-Sport,44888.0,41210.0,2013-06-13,1598.0,75822.0,Hatchback,BMW,1 Series 118i 3DR M-Sport
8876,Toyota Dyna 150 3.0M,69888.0,11490.0,2018-10-03,2982.0,43836.0,Truck,Toyota,Dyna 150 3.0M
8877,Toyota GR Supra 3.0A RZ,335000.0,,,2998.0,145.0,Sports,Toyota,GR Supra 3.0A RZ
8878,Fiat Doblo Cargo Maxi 1.6M Multijet,20800.0,13410.0,2014-03-24,1598.0,131871.0,Van,Fiat,Doblo Cargo Maxi 1.6M Multijet
8879,Rolls-Royce Cullinan 6.75A,1980000.0,,,6749.0,50.0,SUV,Rolls-Royce,Cullinan 6.75A
8880,Mercedes-Benz C-Class C200 Mild Hybrid Sport Premium,168800.0,20390.0,2019-11-08,1497.0,36000.0,Luxury,Mercedes-Benz,C-Class C200 Mild Hybrid Sport Premium
8881,Toyota Corolla Altis 1.6A (COE till 09/2024),21900.0,10770.0,2009-09-16,1598.0,,Sedan,Toyota,Corolla Altis 1.6A (COE till 09/2024)
8882,Maserati GranCabrio Sport 4.7A (COE till 10/2031),221688.0,24200.0,2012-04-04,4691.0,57000.0,Sports,Maserati,GranCabrio Sport 4.7A (COE till 10/2031)
8883,Nissan Qashqai 1.2A DIG-T,63800.0,13170.0,2016-12-31,1197.0,73029.0,SUV,Nissan,Qashqai 1.2A DIG-T
8884,Lexus RX Turbo RX200t Luxury Sunroof,159900.0,25140.0,2017-07-31,1998.0,78600.0,SUV,Lexus,RX Turbo RX200t Luxury Sunroof
8885,Ford Focus Wagon 1.6A (COE till 12/2030),67998.0,8180.0,2010-12-27,1596.0,125203.0,Stationwagon,Ford,Focus Wagon 1.6A (COE till 12/2030)
8886,Honda Civic VTI EG9 (COE till 03/2029),76800.0,11680.0,1993-03-02,1595.0,151000.0,Sports,Honda,Civic VTI EG9 (COE till 03/2029)
8887,Honda Shuttle 1.5A G Honda Sensing,94800.0,11260.0,2020-07-17,1496.0,15000.0,Stationwagon,Honda,Shuttle 1.5A G Honda Sensing
8888,Toyota Vios 1.5A E (COE till 05/2028),50800.0,8950.0,2008-05-08,1497.0,120000.0,Sedan,Toyota,Vios 1.5A E (COE till 05/2028)
8889,Mercedes-Benz A-Class A200 Sunroof (New 10-yr COE),123800.0,12370.0,2014-01-10,1595.0,84000.0,Hatchback,Mercedes-Benz,A-Class A200 Sunroof (New 10-yr COE)
8890,Mitsubishi Fuso Canter FEB21,80000.0,37820.0,2014-10-16,2998.0,18129.0,Truck,Mitsubishi,Fuso Canter FEB21
8891,Mazda 5 2.0A Sunroof,56800.0,13220.0,2016-03-31,1998.0,93400.0,MPV,Mazda,5 2.0A Sunroof
8892,Honda Stream 1.8A (COE till 10/2023),13800.0,12820.0,2008-10-03,1799.0,,MPV,Honda,Stream 1.8A (COE till 10/2023)
8893,Honda Vezel Hybrid 1.5A X Honda Sensing,79888.0,14710.0,2017-12-08,1496.0,85302.0,SUV,Honda,Vezel Hybrid 1.5A X Honda Sensing
8894,Hyundai i30 1.6A (COE till 03/2029),54888.0,8350.0,2009-05-30,1591.0,93000.0,Hatchback,Hyundai,i30 1.6A (COE till 03/2029)
8895,Honda Fit 1.3A G F-Package,78800.0,10870.0,2019-07-31,1317.0,38543.0,Hatchback,Honda,Fit 1.3A G F-Package
8896,Volkswagen Sharan 2.0A TSI Sunroof,73888.0,16110.0,2015-11-13,1984.0,87778.0,MPV,Volkswagen,Sharan 2.0A TSI Sunroof
8897,BMW 6 Series 640i Gran Coupe M-Sport Sunroof,125888.0,35740.0,2014-04-28,2979.0,91000.0,Luxury,BMW,6 Series 640i Gran Coupe M-Sport Sunroof
8898,Audi Q5 2.0A TFSI Quattro S-tronic,167900.0,23830.0,2018-07-26,1984.0,31500.0,SUV,Audi,Q5 2.0A TFSI Quattro S-tronic
8899,Mazda 3 1.5A Deluxe Sunroof,56500.0,13000.0,2016-06-28,1496.0,87200.0,Sedan,Mazda,3 1.5A Deluxe Sunroof
8900,BMW 3 Series 318i Sport,73800.0,16950.0,2016-02-26,1499.0,104312.0,Luxury,BMW,3 Series 318i Sport
8901,MINI Cooper S Cabriolet 1.6A (COE till 12/2030),89898.0,10790.0,2011-03-17,1598.0,87669.0,Sports,MINI,Cooper S Cabriolet 1.6A (COE till 12/2030)
8902,Porsche Cayenne Coupe 3.0A Tip,498800.0,45710.0,2022-02-21,2995.0,2300.0,Sedan,Porsche,Cayenne Coupe 3.0A Tip
8903,Suzuki Jimny Sierra 1.5A JC,115500.0,13280.0,2021-01-13,1460.0,12022.0,SUV,Suzuki,Jimny Sierra 1.5A JC
8904,Mercedes-Benz C-Class C180 Avantgarde,88800.0,20270.0,2016-02-18,1595.0,124000.0,Luxury,Mercedes-Benz,C-Class C180 Avantgarde
8905,Honda City 1.5A SV,74888.0,12170.0,2018-02-13,1497.0,72000.0,Sedan,Honda,City 1.5A SV
8906,Volkswagen Tiguan 1.4A TSI BMT R-Line Panoramic Roof,75800.0,14880.0,2016-09-30,1390.0,92400.0,SUV,Volkswagen,Tiguan 1.4A TSI BMT R-Line Panoramic Roof
8907,Audi A6 2.0A TFSI MU,67800.0,18380.0,2015-03-31,1984.0,,Luxury,Audi,A6 2.0A TFSI MU
8908,Mercedes-Benz C-Class C200 AMG Line Sunroof,99800.0,23900.0,2015-12-04,1991.0,83000.0,Luxury,Mercedes-Benz,C-Class C200 AMG Line Sunroof
8909,Suzuki Swift 1.3A (COE till 09/2023),12000.0,12070.0,2008-09-03,1328.0,123323.0,Hatchback,Suzuki,Swift 1.3A (COE till 09/2023)
8910,Toyota Corolla Altis 1.6A (COE till 11/2030),72800.0,8830.0,2011-03-28,1598.0,102000.0,Sedan,Toyota,Corolla Altis 1.6A (COE till 11/2030)
8911,Nissan Qashqai 1.2A DIG-T Premium,85800.0,13140.0,2018-06-01,1197.0,62000.0,SUV,Nissan,Qashqai 1.2A DIG-T Premium
8912,Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,186800.0,27260.0,2018-05-04,1991.0,33000.0,SUV,Mercedes-Benz,GLC-Class GLC250 Coupe AMG Line 4MATIC
8913,Audi A6 1.8A TFSI S-tronic,82800.0,19440.0,2015-08-31,1798.0,138230.0,Luxury,Audi,A6 1.8A TFSI S-tronic
8914,Mercedes-Benz S-Class S400L,172888.0,27860.0,2016-03-29,2996.0,104895.0,Luxury,Mercedes-Benz,S-Class S400L
8915,Honda Stream 1.8A (COE till 08/2027),50800.0,10200.0,2007-08-28,1799.0,133000.0,MPV,Honda,Stream 1.8A (COE till 08/2027)
8916,Toyota Hiace Commuter 3.0M (COE till 03/2027),42800.0,,2012-03-29,2982.0,118000.0,Bus,Toyota,Hiace Commuter 3.0M (COE till 03/2027)
8917,BMW 1 Series 135i (COE till 03/2029),125888.0,19150.0,2009-07-28,2979.0,100000.0,Sports,BMW,1 Series 135i (COE till 03/2029)
8918,Fiat Doblo 1.6M Multijet Glaze SX,45800.0,8030.0,2018-05-17,1598.0,62000.0,Van,Fiat,Doblo 1.6M Multijet Glaze SX
8919,Land Rover Range Rover Evoque 2.0A 5DR Sunroof,105800.0,20220.0,2015-09-30,1999.0,57000.0,SUV,Land,Rover Range Rover Evoque 2.0A 5DR Sunroof
8920,Mazda CX-5 2.0A Premium,129800.0,18090.0,2018-12-28,1998.0,39000.0,SUV,Mazda,CX-5 2.0A Premium
8921,Maserati Levante 3.0A,330800.0,41440.0,2019-04-17,2979.0,63800.0,SUV,Maserati,Levante 3.0A
8922,Volkswagen Beetle 1200 (COE till 08/2031),57800.0,6430.0,1972-08-01,1192.0,,Others,Volkswagen,Beetle 1200 (COE till 08/2031)
8923,Mercedes-Benz C-Class C180 (New 10-yr COE),105800.0,10570.0,2012-12-12,1595.0,108200.0,Luxury,Mercedes-Benz,C-Class C180 (New 10-yr COE)
8924,Mercedes-Benz E-Class E200 Mild Hybrid Sport,249900.0,22460.0,2022-08-12,1991.0,15.0,Luxury,Mercedes-Benz,E-Class E200 Mild Hybrid Sport
8925,Toyota Wish 1.8A X,72800.0,13760.0,2017-03-29,1798.0,49000.0,MPV,Toyota,Wish 1.8A X
8926,Hyundai Elantra 1.6A GLS S,68800.0,12340.0,2017-09-29,1591.0,79000.0,Sedan,Hyundai,Elantra 1.6A GLS S
8927,Hyundai i30 1.6A (COE till 02/2029),55800.0,8610.0,2009-02-26,1591.0,178000.0,Hatchback,Hyundai,i30 1.6A (COE till 02/2029)
8928,Mercedes-Benz E-Class E300 Cabriolet AMG Line Premium Plus,212800.0,28640.0,2018-04-24,1991.0,31000.0,Sports,Mercedes-Benz,E-Class E300 Cabriolet AMG Line Premium Plus
8929,Suzuki Grand Vitara 2.0A (COE till 04/2029),73800.0,11090.0,2009-07-17,1995.0,,SUV,Suzuki,Grand Vitara 2.0A (COE till 04/2029)
8930,BMW 5 Series 523i Sunroof (COE till 09/2030),93800.0,11610.0,2010-10-08,2497.0,,Luxury,BMW,5 Series 523i Sunroof (COE till 09/2030)
8931,Audi R8 Coupe 5.2 FSI RWD S tronic,689999.0,62500.0,2022-03-31,5204.0,800.0,Sports,Audi,R8 Coupe 5.2 FSI RWD S tronic
8932,Mercedes-Benz SLK-Class SLK200 (COE till 02/2032),128800.0,13570.0,2012-02-29,1796.0,88000.0,Sports,Mercedes-Benz,SLK-Class SLK200 (COE till 02/2032)
8933,Toyota Alphard 2.4A X Moonroof (COE till 04/2029),80800.0,12140.0,2010-02-10,2362.0,,MPV,Toyota,Alphard 2.4A X Moonroof (COE till 04/2029)
8934,Honda CR-V 2.4A (COE till 03/2030),79800.0,10620.0,2010-03-09,2354.0,,SUV,Honda,CR-V 2.4A (COE till 03/2030)
8935,Honda Fit 1.3A G (COE till 11/2023),12800.0,10760.0,2008-11-13,1339.0,135000.0,Hatchback,Honda,Fit 1.3A G (COE till 11/2023)
8936,BMW 6 Series 640i Coupe Sunroof (COE till 09/2030),130800.0,16190.0,2012-05-22,2979.0,86800.0,Sports,BMW,6 Series 640i Coupe Sunroof (COE till 09/2030)
8937,Porsche Cayman R 3.4A PDK (COE till 10/2031),264800.0,28900.0,2012-12-24,3436.0,89000.0,Sports,Porsche,Cayman R 3.4A PDK (COE till 10/2031)
8938,BMW 7 Series 740Li Luxury Sunroof,139000.0,23340.0,2015-06-02,2979.0,99564.0,Luxury,BMW,7 Series 740Li Luxury Sunroof
8939,Land Rover Range Rover 5.0A Supercharged Vogue (COE till 06/2032),308000.0,31340.0,2013-04-30,4999.0,67000.0,SUV,Land,Rover Range Rover 5.0A Supercharged Vogue (COE till 06/2032)
8940,Toyota Vellfire 2.5A Z A-Edition Moonroof,129800.0,30680.0,2016-03-30,2493.0,128000.0,MPV,Toyota,Vellfire 2.5A Z A-Edition Moonroof
8941,Toyota Hiace 3.0M DX,40800.0,11360.0,2016-04-08,2982.0,,Van,Toyota,Hiace 3.0M DX
8942,Kia Cerato 1.6A (COE till 08/2028),49800.0,8410.0,2008-08-05,1591.0,127600.0,Sedan,Kia,Cerato 1.6A (COE till 08/2028)
8943,Subaru Impreza WRX 4D 2.5M STI (New 10-yr COE),195800.0,19560.0,2013-07-19,2457.0,,Sports,Subaru,Impreza WRX 4D 2.5M STI (New 10-yr COE)
8944,Audi A4 Cabriolet 2.0A TFSI S-Line (COE till 01/2029),74000.0,11620.0,2009-01-15,1984.0,,Sports,Audi,A4 Cabriolet 2.0A TFSI S-Line (COE till 01/2029)
8945,Volkswagen Touran Sport 1.4A TSI (COE till 12/2026),49800.0,11530.0,2011-12-30,1390.0,122400.0,MPV,Volkswagen,Touran Sport 1.4A TSI (COE till 12/2026)
8946,Toyota Hiace 3.0M DX,49800.0,12010.0,2016-10-27,2982.0,,Van,Toyota,Hiace 3.0M DX
8947,Honda Vezel 1.5A X,76800.0,13450.0,2017-12-22,1496.0,67220.0,SUV,Honda,Vezel 1.5A X
8948,Mitsubishi Attrage 1.2A,46800.0,11800.0,2016-06-06,1193.0,49000.0,Sedan,Mitsubishi,Attrage 1.2A
8949,BMW X1 sDrive20i,91800.0,19610.0,2016-06-06,1998.0,72000.0,SUV,BMW,X1 sDrive20i
8950,Audi A3 Sedan 1.0A TFSI S-tronic,95800.0,14110.0,2018-07-09,999.0,,Luxury,Audi,A3 Sedan 1.0A TFSI S-tronic
8951,Volkswagen Touareg 3.0A R-Line,333900.0,29340.0,2022-03-07,2995.0,6500.0,SUV,Volkswagen,Touareg 3.0A R-Line
8952,Nissan Sylphy 1.6A,35800.0,13930.0,2014-11-12,1598.0,124600.0,Sedan,Nissan,Sylphy 1.6A
8953,Mercedes-Benz A-Class A200 Sunroof (New 10-yr COE),108800.0,10870.0,2013-07-25,1595.0,,Hatchback,Mercedes-Benz,A-Class A200 Sunroof (New 10-yr COE)
8954,Kia Cerato 1.6A EX,112800.0,11400.0,2021-10-27,1591.0,14988.0,Sedan,Kia,Cerato 1.6A EX
8955,Nissan Latio 1.5A (COE till 05/2026),34800.0,9310.0,2006-06-02,1498.0,140300.0,Sedan,Nissan,Latio 1.5A (COE till 05/2026)
8956,Mercedes-Benz C-Class C180 AMG Line,159800.0,20730.0,2019-03-26,1595.0,70000.0,Luxury,Mercedes-Benz,C-Class C180 AMG Line
8957,Volkswagen Jetta 1.4A TSI,36800.0,13000.0,2015-02-26,1390.0,122804.0,Sedan,Volkswagen,Jetta 1.4A TSI
8958,Jaguar XE S 3.0A V6,180000.0,34020.0,2017-01-17,2995.0,62000.0,Luxury,Jaguar,XE S 3.0A V6
8959,Mercedes-Benz C-Class C200 Coupe Mild Hybrid AMG Line Premium Plus,198800.0,23610.0,2019-08-20,1497.0,41800.0,Sports,Mercedes-Benz,C-Class C200 Coupe Mild Hybrid AMG Line Premium Plus
8960,BMW 6 Series 650i Coupe Sunroof (COE till 03/2031),155800.0,18170.0,2011-10-21,4395.0,,Sports,BMW,6 Series 650i Coupe Sunroof (COE till 03/2031)
8961,Honda N-Van Turbo Style Fun Honda Sensing,74800.0,7550.0,2022-08-01,658.0,,Van,Honda,N-Van Turbo Style Fun Honda Sensing
8962,BMW 7 Series 730Li Sunroof (COE till 04/2031),112800.0,13030.0,2012-02-23,2996.0,105000.0,Luxury,BMW,7 Series 730Li Sunroof (COE till 04/2031)
8963,Volkswagen Sportsvan 1.4A TSI Comfortline,79800.0,13360.0,2017-12-18,1395.0,40000.0,Hatchback,Volkswagen,Sportsvan 1.4A TSI Comfortline
8964,Hyundai Tucson 1.6A GLS DCT Turbo Sunroof,136800.0,15840.0,2020-07-13,1591.0,24000.0,SUV,Hyundai,Tucson 1.6A GLS DCT Turbo Sunroof
8965,Porsche Macan S 3.0A PDK,220000.0,35150.0,2017-06-21,2997.0,70000.0,SUV,Porsche,Macan S 3.0A PDK
8966,Nissan Skyline GT (COE till 05/2028),169800.0,29570.0,1999-02-06,1998.0,,Sports,Nissan,Skyline GT (COE till 05/2028)
8967,Toyota Alphard 2.4A Moonroof (New 10-yr COE),148800.0,14870.0,2012-10-25,2362.0,89000.0,MPV,Toyota,Alphard 2.4A Moonroof (New 10-yr COE)
8968,BMW 2 Series 218i Coupe Sunroof,80800.0,18490.0,2016-05-11,1499.0,86000.0,Sports,BMW,2 Series 218i Coupe Sunroof
8969,Skoda Kodiaq 1.5A TSI Sportline,182988.0,18370.0,2021-08-11,1498.0,10000.0,SUV,Skoda,Kodiaq 1.5A TSI Sportline
8970,Mercedes-Benz GLS-Class GLS350d AMG Line,274800.0,33720.0,2018-10-25,2987.0,,SUV,Mercedes-Benz,GLS-Class GLS350d AMG Line
8971,Mercedes-Benz A-Class A180 Progressive,148800.0,16070.0,2020-10-27,1332.0,21000.0,Hatchback,Mercedes-Benz,A-Class A180 Progressive
8972,Volkswagen Touran 1.4A TSI Highline,161988.0,16460.0,2021-08-11,1395.0,10000.0,MPV,Volkswagen,Touran 1.4A TSI Highline
8973,Skoda Karoq 1.4A TSI Style,154988.0,16010.0,2021-06-17,1395.0,15000.0,SUV,Skoda,Karoq 1.4A TSI Style
8974,Skoda Karoq 1.4A TSI Ambition,145988.0,15400.0,2021-05-07,1395.0,20000.0,SUV,Skoda,Karoq 1.4A TSI Ambition
8975,Kia Cerato 1.6A EX,84800.0,11590.0,2019-05-15,1591.0,55000.0,Sedan,Kia,Cerato 1.6A EX
8976,Jaguar XE 2.0A Prestige,130800.0,16850.0,2019-02-22,1998.0,55000.0,Luxury,Jaguar,XE 2.0A Prestige
8977,Toyota Corolla Altis 1.6A Elegance (OPC),61800.0,11710.0,2017-02-06,1598.0,81963.0,Sedan,Toyota,Corolla Altis 1.6A Elegance (OPC)
8978,Isuzu CYZ52K (COE till 12/2025),58800.0,17930.0,2010-12-15,15681.0,380000.0,Truck,Isuzu,CYZ52K (COE till 12/2025)
8979,Mercedes-Benz E-Class E200 Cabriolet,223800.0,27050.0,2019-03-29,1991.0,22000.0,Sports,Mercedes-Benz,E-Class E200 Cabriolet
8980,Volkswagen Passat Variant 2.0A TSI R-Line,101800.0,21240.0,2016-05-26,1984.0,75000.0,Stationwagon,Volkswagen,Passat Variant 2.0A TSI R-Line
8981,Volkswagen Arteon 2.0A TSI R-Line,159988.0,21990.0,2018-08-30,1984.0,57000.0,Luxury,Volkswagen,Arteon 2.0A TSI R-Line
8982,Porsche Panamera 3.6A PDK,185500.0,36210.0,2015-06-08,3605.0,70000.0,Sports,Porsche,Panamera 3.6A PDK
8983,BMW 6 Series 630Ci (COE till 11/2025),55888.0,17330.0,2005-11-25,2996.0,,Sports,BMW,6 Series 630Ci (COE till 11/2025)
8984,BMW 7 Series 730Li Sunroof,365800.0,32590.0,2021-10-22,1998.0,9500.0,Luxury,BMW,7 Series 730Li Sunroof
8985,Porsche Cayman S 3.4A Tip (COE till 04/2026),96800.0,27050.0,2006-04-03,3387.0,31000.0,Sports,Porsche,Cayman S 3.4A Tip (COE till 04/2026)
8986,Porsche Panamera 3.6A PDK (COE till 11/2031),162800.0,17610.0,2012-01-20,3605.0,,Sports,Porsche,Panamera 3.6A PDK (COE till 11/2031)
8987,Mercedes-Benz GLA-Class GLA180 Urban Edition,133800.0,16330.0,2020-01-09,1595.0,49000.0,SUV,Mercedes-Benz,GLA-Class GLA180 Urban Edition
8988,Mercedes-Benz A-Class A180 Progressive,146800.0,16000.0,2020-09-24,1332.0,23000.0,Hatchback,Mercedes-Benz,A-Class A180 Progressive
8989,Volkswagen Touran 1.4A TSI Highline,161988.0,16810.0,2021-06-04,1395.0,16500.0,MPV,Volkswagen,Touran 1.4A TSI Highline
8990,Volkswagen Touran 1.4A TSI Highline,161988.0,16960.0,2021-05-07,1395.0,16000.0,MPV,Volkswagen,Touran 1.4A TSI Highline
8991,Honda Civic HB 1.5A VTEC Turbo,119800.0,18320.0,2018-04-16,1498.0,77000.0,Hatchback,Honda,Civic HB 1.5A VTEC Turbo
8992,Lamborghini Huracan LP580-2,639888.0,106450.0,2017-02-09,5204.0,13500.0,Sports,Lamborghini,Huracan LP580-2
8993,Audi Q2 1.0A TFSI S-tronic,86800.0,16170.0,2017-06-19,999.0,,SUV,Audi,Q2 1.0A TFSI S-tronic
8994,Mercedes-Benz E-Class E63 S AMG 4MATIC,650000.0,56500.0,2022-02-18,3982.0,2334.0,Luxury,Mercedes-Benz,E-Class E63 S AMG 4MATIC
8995,Hyundai Avante 1.6A GLS,89500.0,10940.0,2020-04-01,1591.0,13000.0,Sedan,Hyundai,Avante 1.6A GLS
8996,Toyota Harrier 2.0A Elegance,97000.0,16340.0,2017-07-31,1986.0,72000.0,SUV,Toyota,Harrier 2.0A Elegance
8997,Lotus Evora (COE till 03/2032),288888.0,30270.0,2012-03-19,3456.0,54000.0,Sports,Lotus,Evora (COE till 03/2032)
8998,Porsche Panamera 3.6A PDK (COE till 05/2031),168800.0,19310.0,2011-09-19,3605.0,155000.0,Sports,Porsche,Panamera 3.6A PDK (COE till 05/2031)
8999,Subaru Forester 2.0A XT Sunroof,56500.0,16050.0,2015-08-29,1998.0,96000.0,SUV,Subaru,Forester 2.0A XT Sunroof
9000,Mercedes-Benz CLA-Class CLA180 Progressive,185800.0,18770.0,2021-07-23,1332.0,9970.0,Luxury,Mercedes-Benz,CLA-Class CLA180 Progressive
9001,Honda Shuttle 1.5A G,82888.0,11530.0,2019-06-12,1496.0,63000.0,Stationwagon,Honda,Shuttle 1.5A G
9002,Mazda 6 2.0A,60888.0,16520.0,2015-09-23,1998.0,132674.0,Luxury,Mazda,6 2.0A
9003,Toyota Corolla Altis 1.6A Elegance,86800.0,12610.0,2018-08-29,1598.0,116200.0,Sedan,Toyota,Corolla Altis 1.6A Elegance
9004,Mercedes-Benz A-Class A180 Style,85800.0,16860.0,2017-03-03,1595.0,57000.0,Hatchback,Mercedes-Benz,A-Class A180 Style
9005,Mazda 3 HB Mild Hybrid 1.5A Astina,125800.0,13090.0,2021-09-30,1496.0,14223.0,Hatchback,Mazda,3 HB Mild Hybrid 1.5A Astina
9006,Volkswagen Sportsvan 1.4A TSI Comfortline,71800.0,13340.0,2017-05-22,1395.0,118800.0,Hatchback,Volkswagen,Sportsvan 1.4A TSI Comfortline
9007,Mercedes-Benz C-Class C180 Coupe,170800.0,23100.0,2018-12-21,1595.0,25720.0,Sports,Mercedes-Benz,C-Class C180 Coupe
9008,Volkswagen Polo 1.2A (COE till 01/2026),35800.0,10530.0,2011-01-28,1197.0,130000.0,Hatchback,Volkswagen,Polo 1.2A (COE till 01/2026)
9009,Honda Civic Type R 2.0M (COE till 02/2028),133000.0,24220.0,2008-03-27,1998.0,,Sports,Honda,Civic Type R 2.0M (COE till 02/2028)
9010,Kia Cerato Forte Koup 1.6M SX Sunroof (COE till 01/2025),25800.0,10860.0,2010-01-19,1591.0,,Sports,Kia,Cerato Forte Koup 1.6M SX Sunroof (COE till 01/2025)
9011,Mercedes-Benz Citan 109 CDI Van Extra-Long 2 Seaters,75800.0,8880.0,2021-03-18,1461.0,18000.0,Van,Mercedes-Benz,Citan 109 CDI Van Extra-Long 2 Seaters
9012,BMW 2 Series 218i Gran Coupe M-Sport,169900.0,17370.0,2021-03-12,1499.0,11000.0,Luxury,BMW,2 Series 218i Gran Coupe M-Sport
9013,Suzuki Swift Sport 1.6A (COE till 02/2032),81800.0,8620.0,2012-10-11,1586.0,132000.0,Hatchback,Suzuki,Swift Sport 1.6A (COE till 02/2032)
9014,Suzuki Every Turbo,71800.0,7460.0,2022-04-20,658.0,8.0,Van,Suzuki,Every Turbo
9015,Hyundai Accent 1.4A,68800.0,9870.0,2019-03-09,1368.0,161000.0,Sedan,Hyundai,Accent 1.4A
9016,Mitsubishi Rosa BE641,78800.0,21400.0,2016-05-11,2998.0,,Bus,Mitsubishi,Rosa BE641
9017,Mitsubishi Fuso Canter FEA01,24800.0,12770.0,2014-08-14,2998.0,107183.0,Truck,Mitsubishi,Fuso Canter FEA01
9018,SEAT Ibiza 1.0A EcoTSI DSG Style,76800.0,10660.0,2019-01-22,999.0,40000.0,Hatchback,SEAT,Ibiza 1.0A EcoTSI DSG Style
9019,Nissan NV200 1.6A,80000.0,8750.0,2021-10-25,1598.0,11500.0,Van,Nissan,NV200 1.6A
9020,Mercedes-Benz GLA-Class GLA180 Urban Edition,143300.0,16350.0,2020-08-11,1595.0,38377.0,SUV,Mercedes-Benz,GLA-Class GLA180 Urban Edition
9021,Honda Vezel 1.5A X Honda Sensing,90800.0,12610.0,2019-04-12,1496.0,39000.0,SUV,Honda,Vezel 1.5A X Honda Sensing
9022,MINI Cooper S 1.6A Sunroof (COE till 02/2027),58800.0,13140.0,2012-02-24,1598.0,135000.0,Sports,MINI,Cooper S 1.6A Sunroof (COE till 02/2027)
9023,Audi A4 1.4A TFSI S-tronic,76888.0,17890.0,2016-03-22,1395.0,130000.0,Luxury,Audi,A4 1.4A TFSI S-tronic
9024,BMW Z4 sDrive23i (COE till 02/2030),89800.0,12020.0,2010-02-23,2497.0,,Sports,BMW,Z4 sDrive23i (COE till 02/2030)
9025,Toyota Sienta 1.5A G,59888.0,14070.0,2016-07-18,1496.0,82000.0,MPV,Toyota,Sienta 1.5A G
9026,Lamborghini Gallardo LP560-4 (COE till 08/2030),318888.0,39890.0,2010-10-08,5204.0,33000.0,Sports,Lamborghini,Gallardo LP560-4 (COE till 08/2030)
9027,Mercedes-Benz S-Class S500L Mild Hybrid AMG Line 4MATIC Premium,528000.0,45780.0,2022-04-25,2999.0,5888.0,Luxury,Mercedes-Benz,S-Class S500L Mild Hybrid AMG Line 4MATIC Premium
9028,Toyota Dyna 150 2.8M,99800.0,10160.0,2022-06-30,2755.0,8.0,Truck,Toyota,Dyna 150 2.8M
9029,Nissan Note 1.2A,45800.0,11870.0,2016-04-29,1198.0,145600.0,Hatchback,Nissan,Note 1.2A
9030,Mazda 3 1.5A Sunroof,70800.0,12360.0,2017-12-29,1496.0,73900.0,Sedan,Mazda,3 1.5A Sunroof
9031,Mitsubishi Outlander 2.4A Sunroof,50800.0,15810.0,2015-04-29,2360.0,96000.0,SUV,Mitsubishi,Outlander 2.4A Sunroof
9032,Renault Grand Scenic Diesel 1.5A dCi,89000.0,14200.0,2018-04-27,1461.0,62000.0,MPV,Renault,Grand Scenic Diesel 1.5A dCi
9033,BMW 4 Series 435i Gran Coupe M-Sport Sunroof,125800.0,27650.0,2015-11-05,2979.0,117000.0,Luxury,BMW,4 Series 435i Gran Coupe M-Sport Sunroof
9034,Kia Cerato K3 1.6A,60800.0,11190.0,2017-07-31,1591.0,87000.0,Sedan,Kia,Cerato K3 1.6A
9035,Toyota Hiace 2.0A,71988.0,7660.0,2022-01-25,1998.0,,Van,Toyota,Hiace 2.0A
9036,MINI Cooper 1.6A (COE till 12/2026),42800.0,9910.0,2006-12-30,1598.0,175000.0,Hatchback,MINI,Cooper 1.6A (COE till 12/2026)
9037,BMW 3 Series 318i Sport,67000.0,17870.0,2015-08-31,1499.0,145000.0,Luxury,BMW,3 Series 318i Sport
9038,BMW 5 Series 540i M-Sport,223800.0,30720.0,2018-04-16,2998.0,46488.0,Luxury,BMW,5 Series 540i M-Sport
9039,Citroen Berlingo L2 1.6A BlueHDi,40800.0,8310.0,2017-08-03,1560.0,,Van,Citroen,Berlingo L2 1.6A BlueHDi
9040,Porsche Macan S 3.0A PDK,133888.0,46590.0,2014-07-08,2997.0,64500.0,SUV,Porsche,Macan S 3.0A PDK
9041,McLaren 12C (New 10-yr COE),499000.0,49860.0,2012-10-08,3798.0,45000.0,Sports,McLaren,12C (New 10-yr COE)
9042,BMW 2 Series 220i Convertible M Sport,133878.0,26170.0,2016-11-25,1998.0,46000.0,Sports,BMW,2 Series 220i Convertible M Sport
9043,Mitsubishi Fuso Canter FEA01,25800.0,14810.0,2014-06-02,2998.0,,Truck,Mitsubishi,Fuso Canter FEA01
9044,Mercedes-Benz CLA-Class CLA180,86800.0,19260.0,2016-07-15,1595.0,76000.0,Luxury,Mercedes-Benz,CLA-Class CLA180
9045,Mitsubishi Lancer EX 1.5A GLS (COE till 07/2023),11000.0,12430.0,2008-07-25,1499.0,,Sedan,Mitsubishi,Lancer EX 1.5A GLS (COE till 07/2023)
9046,BMW 6 Series 640i Gran Coupe M-Sport Sunroof,71800.0,,2013-02-28,2979.0,87000.0,Luxury,BMW,6 Series 640i Gran Coupe M-Sport Sunroof
9047,Nissan NV350 Caravan 2.0A DX,70988.0,7450.0,2022-03-14,1998.0,,Van,Nissan,NV350 Caravan 2.0A DX
